Site,Bottle,datetime,Deployment,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL,ID2,datetime_DLS,Yr
HL,18,2017-07-26T10:45:00Z,4,CMP 437,3.4,8.27,85.2,0.896,0.609,0.561,2.05,1.32,0.93,0.02,0.37,11.7,78,10.9,437,2017-07-26T10:45:00Z,2017
HL,19,2017-07-26T11:45:00Z,4,CMP 438,3.41,8.19,92.7,0.868,0.564,0.561,2.14,1.36,1.01,0,0.35,11.7,81.9,12.1,438,2017-07-26T11:45:00Z,2017
HL,20,2017-07-26T12:45:00Z,4,CMP 439,3.63,8.22,84.6,0.776,0.528,0.514,1.77,1.12,0.8,0.02,0.3,11,74,10.7,439,2017-07-26T12:45:00Z,2017
HL,21,2017-07-26T13:45:00Z,4,CMP 440,3.73,8.14,63.1,0.656,0.493,0.475,1.24,1.09,0.77,0.01,0.31,11,56.5,8.4,440,2017-07-26T13:45:00Z,2017
HL,22,2017-07-26T14:45:00Z,4,CMP 441,3.58,8.21,71.8,0.712,0.475,0.454,1.57,1.14,0.8,0.04,0.31,11,59.1,9.7,441,2017-07-26T14:45:00Z,2017
HL,23,2017-07-26T15:45:00Z,4,CMP 442,3.49,8.22,80.1,0.878,0.591,0.523,2.14,1.22,0.84,0.04,0.34,11.3,75.1,11.4,442,2017-07-26T15:45:00Z,2017
HL,24,2017-07-26T16:45:00Z,4,CMP 443,3.41,8.19,82.9,0.924,0.628,0.609,2.21,1.19,0.83,0.02,0.34,12.8,75.5,11.2,443,2017-07-26T16:45:00Z,2017
HL,1,2017-08-22T19:18:00Z,5,CMP 516,5.98,8.31,66.5,0.892,0.649,0.571,2.36,2.14,1.2,0,0.93,17,64.8,9.4,516,2017-08-22T19:15:00Z,2017
HL,2,2017-08-22T20:18:00Z,5,CMP 517,5.69,8.32,98.3,1.126,0.808,0.703,3.22,2.7,0.87,0,1.84,15.2,92.2,12.2,517,2017-08-22T20:15:00Z,2017
HL,3,2017-08-22T21:18:00Z,5,CMP 518,6.03,8.28,138,1.133,0.753,0.654,3.22,2.74,0.86,0,1.87,16.4,118.6,14.4,518,2017-08-22T21:15:00Z,2017
HL,4,2017-08-22T22:18:00Z,5,CMP 519,6.22,8.21,116,0.929,0.598,0.563,2.74,2.32,0.7,0,1.62,13.4,98.9,11.6,519,2017-08-22T22:15:00Z,2017
HL,5,2017-08-22T23:18:00Z,5,CMP 520,6.55,8.27,95.6,0.837,0.532,0.507,2.58,2.11,0.66,0,1.45,12.4,88.5,12.5,520,2017-08-22T23:15:00Z,2017
HL,6,2017-08-23T00:18:00Z,5,CMP 521,6.56,8.24,89.3,0.819,0.532,0.498,2.53,2.1,0.66,0.01,1.43,12.8,87.7,11.7,521,2017-08-23T00:15:00Z,2017
HL,7,2017-08-23T01:18:00Z,5,CMP 522,6.45,8.32,79.2,0.788,0.618,0.531,2.55,2.3,0.8,0,1.5,15.9,79.5,10.9,522,2017-08-23T01:15:00Z,2017
HL,8,2017-08-23T02:18:00Z,5,CMP 523,6.2,8.28,73.2,0.917,0.636,0.604,2.83,2.38,0.69,0,1.69,13.3,71.2,9.1,523,2017-08-23T02:15:00Z,2017
HL,9,2017-08-23T03:18:00Z,5,CMP 524,5.86,8.3,76.8,1.021,0.741,0.671,3.08,2.59,0.74,0,1.85,14,68.6,9.6,524,2017-08-23T03:15:00Z,2017
HL,10,2017-08-23T04:18:00Z,5,CMP 525,5.83,8.31,69.7,0.978,0.735,0.662,2.94,2.49,0.91,0,1.58,15.4,63.6,9.5,525,2017-08-23T04:15:00Z,2017
HL,11,2017-08-23T05:18:00Z,5,CMP 526,5.96,8.38,50.1,0.861,0.741,0.619,2.67,2.33,1.01,0,1.31,15.3,47.5,7.5,526,2017-08-23T05:15:00Z,2017
HL,12,2017-08-23T06:18:00Z,5,CMP 527,5.9,8.37,51.6,0.818,0.698,0.601,2.62,2.22,1.02,0,1.2,16.7,49.3,7.3,527,2017-08-23T06:15:00Z,2017
HL,13,2017-08-22T07:18:00Z,5,CMP 528,5.75,8.33,71.1,0.858,0.676,0.635,2.84,2.5,0.95,0,1.55,18.1,70.6,8.8,528,2017-08-22T07:15:00Z,2017
HL,14,2017-08-22T08:18:00Z,5,CMP 529,6.11,8.35,78.3,0.874,0.658,0.623,2.83,2.43,0.71,0,1.72,13.7,74.6,10,529,2017-08-22T08:15:00Z,2017
HL,15,2017-08-22T09:18:00Z,5,CMP 530,6.39,8.29,109,0.839,0.618,0.563,2.73,2.26,0.64,0,1.63,13,89.9,10.8,530,2017-08-22T09:15:00Z,2017
HL,16,2017-08-22T10:18:00Z,5,CMP 531,6.68,8.34,109,0.79,0.538,0.495,2.49,2.08,0.64,0,1.44,12.2,80.6,10.7,531,2017-08-22T10:15:00Z,2017
HL,17,2017-08-22T11:18:00Z,5,CMP 532,6.97,8.2,83.8,0.652,0.486,0.44,2.29,1.96,0.67,0,1.28,11.2,65.5,8.5,532,2017-08-22T11:15:00Z,2017
HL,18,2017-08-22T12:18:00Z,5,CMP 533,7.13,8.24,85.5,0.585,0.452,0.411,2.22,1.87,0.67,0.02,1.17,11.2,81.9,9.8,533,2017-08-22T12:15:00Z,2017
HL,19,2017-08-22T13:18:00Z,5,CMP 534,6.86,8.23,73.6,0.64,0.501,0.466,2.35,2.06,0.73,0,1.34,11.7,70.4,9.1,534,2017-08-22T13:15:00Z,2017
HL,20,2017-08-22T14:18:00Z,5,CMP 535,6.42,8.23,106,0.894,0.649,0.546,2.67,2.26,0.73,0,1.53,12.7,99.8,12.3,535,2017-08-22T14:15:00Z,2017
HL,21,2017-08-22T15:18:00Z,5,CMP 536,6.15,8.33,108,0.9,0.655,0.602,2.81,2.32,0.71,0,1.61,13.6,103,13.9,536,2017-08-22T15:15:00Z,2017
HL,22,2017-08-22T16:18:00Z,5,CMP 537,5.98,8.33,106.2,0.914,0.71,0.615,2.85,2.33,0.91,0,1.41,14.5,103,12.7,537,2017-08-22T16:15:00Z,2017
HL,23,2017-08-22T17:18:00Z,5,CMP 538,5.95,8.33,65.2,0.886,0.649,0.601,2.47,2.1,0.96,0,1.14,15.7,62.2,8.4,538,2017-08-22T17:15:00Z,2017
HL,24,2017-08-22T18:18:00Z,5,CMP 539,5.98,8.43,66.4,0.843,0.618,0.585,2.44,2.1,1.13,0,0.96,16.4,55.7,9.4,539,2017-08-22T18:15:00Z,2017
HL,1,2017-08-30T20:12:00Z,6,CMP 660,6.33,8.44,21.3,0.879,0.644,0.567,2.99,2.86,0.73,0.04,2.09,10.1,20.6,3.2,660,2017-08-30T20:15:00Z,2017
HL,2,2017-08-30T21:12:00Z,6,CMP 661,6.24,8.45,23.9,0.862,0.674,0.585,3.01,2.72,0.51,0.06,2.16,10.2,22.8,3.8,661,2017-08-30T21:15:00Z,2017
HL,3,2017-08-30T22:12:00Z,6,CMP 662,6.05,8.47,25.4,0.935,0.671,0.591,2.98,2.81,0.63,0.04,2.14,10.4,20.8,4,662,2017-08-30T22:15:00Z,2017
HL,4,2017-08-30T23:12:00Z,6,CMP 663,6.19,8.48,25.9,0.874,0.717,0.683,2.82,2.64,0.54,0.03,2.07,10.1,24.9,3.6,663,2017-08-30T23:15:00Z,2017
HL,5,2017-08-31T00:12:00Z,6,CMP 664,6.25,8.45,26.4,0.935,0.687,0.659,2.94,2.81,0.71,0.04,2.05,10.1,25.8,4.1,664,2017-08-31T00:15:00Z,2017
HL,6,2017-08-31T01:12:00Z,6,CMP 665,6.31,8.47,32.6,0.966,0.706,0.677,2.95,2.72,0.69,0.03,2,9.9,28.4,4.7,665,2017-08-31T01:15:00Z,2017
HL,7,2017-08-31T02:12:00Z,6,CMP 666,6.38,8.45,38.5,0.902,0.623,0.554,2.73,2.67,0.68,0.04,1.95,9.9,35.2,4.5,666,2017-08-31T02:15:00Z,2017
HL,8,2017-08-31T03:12:00Z,6,CMP 667,6.54,8.42,27.2,0.794,0.576,0.499,2.49,2.4,0.55,0.03,1.82,7.8,24.4,4.3,667,2017-08-31T03:15:00Z,2017
HL,9,2017-08-31T04:12:00Z,6,CMP 668,6.74,8.42,24.9,0.733,0.515,0.425,2.33,2.17,0.49,0.03,1.65,9.5,21.5,3.6,668,2017-08-31T04:15:00Z,2017
HL,10,2017-08-31T05:12:00Z,6,CMP 669,6.9,8.42,25.6,0.64,0.464,0.376,2.2,2,0.48,0.02,1.5,8.9,20.5,3.6,669,2017-08-31T05:15:00Z,2017
HL,11,2017-08-31T06:12:00Z,6,CMP 670,6.79,8.4,22.7,0.64,0.45,0.389,2.15,2,0.51,0.03,1.47,8.6,19.6,3.7,670,2017-08-31T06:15:00Z,2017
HL,12,2017-08-30T07:12:00Z,6,CMP 671,6.76,8.44,28.8,0.714,0.512,0.413,2.3,2.16,0.5,0.02,1.65,9.1,23,4,671,2017-08-30T07:15:00Z,2017
HL,13,2017-08-30T08:12:00Z,6,CMP 672,6.4,8.44,25.1,0.8,0.56,0.499,2.52,2.45,0.62,0.02,1.81,9.1,18.9,4.3,672,2017-08-30T08:15:00Z,2017
HL,14,2017-08-30T09:12:00Z,6,CMP 673,6.38,8.46,33.6,0.871,0.622,0.524,2.67,2.58,0.63,0.02,1.93,10.6,31.4,5.2,673,2017-08-30T09:15:00Z,2017
HL,15,2017-08-30T10:12:00Z,6,CMP 674,6.17,8.45,41.5,0.862,0.617,0.511,2.56,2.47,0.61,0.03,1.83,10.1,39.2,6,674,2017-08-30T10:15:00Z,2017
HL,16,2017-08-30T11:12:00Z,6,CMP 675,6.31,8.45,44.3,0.843,0.609,0.511,2.25,2.19,0.67,0.02,1.51,10.8,41.7,6.3,675,2017-08-30T11:15:00Z,2017
HL,17,2017-08-30T12:12:00Z,6,CMP 676,6.28,8.44,60.6,0.939,0.593,0.493,2.24,2.13,0.8,0.03,1.3,11.2,57.5,9.9,676,2017-08-30T12:15:00Z,2017
HL,18,2017-08-30T13:12:00Z,6,CMP 677,6.38,8.39,42.2,0.855,0.586,0.518,2.09,1.87,0.89,0.02,0.96,11.8,36.9,6,677,2017-08-30T13:15:00Z,2017
HL,19,2017-08-30T14:12:00Z,6,CMP 678,6.49,8.35,34.4,0.905,0.584,0.528,1.88,1.81,0.89,0.01,0.91,12,31.6,5.7,678,2017-08-30T14:15:00Z,2017
HL,20,2017-08-30T15:12:00Z,6,CMP 679,6.49,8.38,37.4,0.886,0.579,0.53,2.01,1.9,0.9,0.01,0.99,11.8,32.1,5.8,679,2017-08-30T15:15:00Z,2017
HL,21,2017-08-30T16:12:00Z,6,CMP 680,6.14,8.42,37.7,0.88,0.668,0.524,2.46,2.33,0.65,0.01,1.67,10.5,30.6,5.4,680,2017-08-30T16:15:00Z,2017
HL,22,2017-08-30T17:12:00Z,6,CMP 681,6.2,8.38,38.4,0.965,0.715,0.633,3.2,3.13,0.72,0.01,2.4,10,32.7,6.1,681,2017-08-30T17:15:00Z,2017
HL,23,2017-08-30T18:12:00Z,6,CMP 682,6.28,8.38,27.2,0.951,0.703,0.591,3.04,2.93,0.59,0.01,2.33,10.9,20.5,4.6,682,2017-08-30T18:15:00Z,2017
HL,24,2017-08-30T19:12:00Z,6,CMP 683,6.43,8.4,34.5,0.886,0.635,0.554,2.81,2.73,0.79,0.03,1.91,10.3,29.7,4.9,683,2017-08-30T19:15:00Z,2017
HL,1,2017-09-11T21:02:00Z,7,CMP 732,6.98,8.05,41.8,0.708,0.604,0.536,2.31,2.03,0.7,0.02,1.31,12.5,36.1,7.2,732,2017-09-11T21:00:00Z,2017
HL,2,2017-09-11T22:02:00Z,7,CMP 733,6.95,8.15,56.5,0.812,0.685,0.634,2.5,2.39,0.68,0.01,1.71,10.6,47.3,8,733,2017-09-11T22:00:00Z,2017
HL,3,2017-09-11T23:02:00Z,7,CMP 734,7.03,8.07,48.5,0.769,0.637,0.585,2.88,2.51,0.61,0.01,1.89,10.4,39.9,6.9,734,2017-09-11T23:00:00Z,2017
HL,4,2017-09-12T00:02:00Z,7,CMP 735,7.18,8.14,56.6,0.688,0.507,0.444,2.43,2.37,0.59,0.01,1.77,9.5,53.1,7.6,735,2017-09-12T00:00:00Z,2017
HL,5,2017-09-12T01:02:00Z,7,CMP 736,7.4,8.15,44.8,0.57,0.502,0.438,2.26,2.2,0.68,0.01,1.51,8.9,43.4,6.2,736,2017-09-12T01:00:00Z,2017
HL,6,2017-09-12T02:02:00Z,7,CMP 737,7.58,8.24,42.6,0.536,0.437,0.364,2.03,1.95,0.58,0.03,1.35,8.3,39,5.5,737,2017-09-12T02:00:00Z,2017
HL,7,2017-09-12T03:02:00Z,7,CMP 738,7.63,8.33,28.8,0.485,0.446,0.364,2.1,1.94,0.62,0.01,1.32,8.3,27.3,3.6,738,2017-09-12T03:00:00Z,2017
HL,8,2017-09-12T04:02:00Z,7,CMP 739,7.56,8.21,43.3,0.505,0.407,0.296,2.03,1.97,0.7,0.01,1.26,8.9,40.1,7.2,739,2017-09-12T04:00:00Z,2017
HL,9,2017-09-12T05:02:00Z,7,CMP 740,7.31,8.04,58.2,0.647,0.527,0.471,2.29,2.24,0.61,0.01,1.62,9.1,52.2,7.6,740,2017-09-12T05:00:00Z,2017
HL,10,2017-09-12T06:02:00Z,7,CMP 741,7.12,8.22,73.2,0.769,0.552,0.487,2.5,2.42,0.61,0.01,1.8,9.7,66.4,9.1,741,2017-09-12T06:00:00Z,2017
HL,11,2017-09-11T07:02:00Z,7,CMP 742,7.02,8.15,79.3,0.899,0.693,0.64,2.7,2.53,0.68,0.01,1.83,10.3,66.1,10.3,742,2017-09-11T07:00:00Z,2017
HL,12,2017-09-11T08:02:00Z,7,CMP 743,7.04,8.27,58,0.788,0.593,0.505,2.32,2.22,0.63,0.01,1.58,10.9,50.4,8,743,2017-09-11T08:00:00Z,2017
HL,13,2017-09-11T09:02:00Z,7,CMP 744,7.05,8.34,48.6,0.769,0.589,0.481,2.16,2.1,0.68,0.01,1.41,11.6,41.7,6.9,744,2017-09-11T09:00:00Z,2017
HL,14,2017-09-11T10:02:00Z,7,CMP 745,7.09,8.28,46,0.736,0.609,0.573,2.1,1.99,0.66,0.01,1.33,11.6,40.5,6.1,745,2017-09-11T10:00:00Z,2017
HL,15,2017-09-11T11:02:00Z,7,CMP 746,7.11,8.25,49.2,0.78,0.717,0.683,2.08,1.99,0.76,0.01,1.22,11.6,42.2,6.6,746,2017-09-11T11:00:00Z,2017
HL,16,2017-09-11T12:02:00Z,7,CMP 747,7.04,8.17,51.5,0.714,0.644,0.585,2.34,2.22,0.63,0.01,1.57,10.9,48.9,7.4,747,2017-09-11T12:00:00Z,2017
HL,17,2017-09-11T13:02:00Z,7,CMP 748,6.94,8.33,60.8,0.972,0.753,0.702,3.03,2.93,0.66,0.01,2.26,9.9,46.7,6.1,748,2017-09-11T13:00:00Z,2017
HL,18,2017-09-11T14:02:00Z,7,CMP 749,7.12,8.31,58.9,0.787,0.668,0.601,2.72,2.62,0.65,0.01,1.95,9.4,54.4,7.4,749,2017-09-11T14:00:00Z,2017
HL,19,2017-09-11T15:02:00Z,7,CMP 750,7.28,8.23,51.6,0.697,0.605,0.536,2.5,2.29,0.52,0.01,1.76,9.4,49.8,7.1,750,2017-09-11T15:00:00Z,2017
HL,20,2017-09-11T16:02:00Z,7,CMP 751,7.22,8.16,46,0.69,0.591,0.548,2.4,2.25,0.5,0.02,1.72,9.3,42.7,5.6,751,2017-09-11T16:00:00Z,2017
HL,21,2017-09-11T17:02:00Z,7,CMP 752,7.17,8.28,37.6,0.597,0.538,0.438,2.5,2.44,0.6,0.01,1.84,9.4,33.4,4.9,752,2017-09-11T17:00:00Z,2017
HL,22,2017-09-11T18:02:00Z,7,CMP 753,7.02,8.11,34,0.759,0.693,0.653,2.96,2.8,0.7,0.01,2.08,9.7,33.6,5.1,753,2017-09-11T18:00:00Z,2017
HL,23,2017-09-11T19:02:00Z,7,CMP 754,6.93,8.28,44.9,0.878,0.747,0.659,3.14,2.84,0.63,0.01,2.2,10.1,43.9,5.4,754,2017-09-11T19:00:00Z,2017
HL,24,2017-09-11T20:02:00Z,7,CMP 755,7,8.33,43.6,0.839,0.716,0.683,2.67,2.51,0.73,0.01,1.78,10.8,43,6.3,755,2017-09-11T20:00:00Z,2017
HL,1,2017-09-18T17:55:00Z,8,CMP 828,7.57,7.9,80.3,0.8,0.462,0.358,2.02,1.9,0.74,0.01,1.16,12.1,74.7,11.1,828,2017-09-18T18:00:00Z,2017
HL,2,2017-09-18T18:55:00Z,8,CMP 829,7.45,8.06,109,0.989,0.546,0.444,2.87,2.55,0.62,0,1.92,10.3,84.1,10.7,829,2017-09-18T19:00:00Z,2017
HL,3,2017-09-18T19:55:00Z,8,CMP 830,7.69,7.92,108,0.949,0.569,0.511,2.66,2.33,0.71,0.01,1.62,9.7,91.8,12.6,830,2017-09-18T20:00:00Z,2017
HL,4,2017-09-18T20:55:00Z,8,CMP 831,7.87,7.94,94,0.751,0.386,0.29,2.27,1.99,0.62,0,1.37,9,82.1,11.1,831,2017-09-18T21:00:00Z,2017
HL,5,2017-09-18T21:55:00Z,8,CMP 832,7.97,7.93,80.5,0.622,0.437,0.382,2.25,1.95,0.66,0,1.29,9,77.9,10.7,832,2017-09-18T22:00:00Z,2017
HL,6,2017-09-18T22:55:00Z,8,CMP 833,7.94,7.91,63.1,0.628,0.416,0.315,2.13,1.97,0.68,0,1.3,9,53.8,7.3,833,2017-09-18T23:00:00Z,2017
HL,7,2017-09-18T23:55:00Z,8,CMP 834,7.79,7.95,62.5,0.653,0.393,0.333,2.19,2.07,0.58,0,1.49,9.3,57.5,9.2,834,2017-09-19T00:00:00Z,2017
HL,8,2017-09-19T00:55:00Z,8,CMP 835,7.58,8.01,64.8,0.733,0.588,0.511,2.59,2.38,0.6,0,1.77,9.9,66.8,11.2,835,2017-09-19T01:00:00Z,2017
HL,9,2017-09-19T01:55:00Z,8,CMP 836,7.41,8.07,80.6,0.825,0.649,0.597,2.64,2.53,0.69,0,1.84,10.6,77.2,11.6,836,2017-09-19T02:00:00Z,2017
HL,10,2017-09-19T02:55:00Z,8,CMP 837,7.51,8.01,68.4,0.806,0.561,0.481,2.32,2.21,0.81,0.01,1.39,11.4,68.9,8.2,837,2017-09-19T03:00:00Z,2017
HL,11,2017-09-19T03:55:00Z,8,CMP 838,7.57,8.13,90.2,0.905,0.586,0.536,2.18,2.05,0.83,0,1.21,12.1,83.3,12.4,838,2017-09-19T04:00:00Z,2017
HL,12,2017-09-19T04:55:00Z,8,CMP 839,7.56,8.18,53.7,0.733,0.561,0.496,2.26,2.07,0.75,0.01,1.32,12.2,46.5,7.8,839,2017-09-19T05:00:00Z,2017
HL,13,2017-09-19T05:55:00Z,8,CMP 840,7.5,7.99,69.4,0.923,0.613,0.561,2.86,2.48,0.75,0.01,1.72,10.3,65.8,9.5,840,2017-09-19T06:00:00Z,2017
HL,14,2017-09-19T06:55:00Z,8,CMP 841,7.63,7.96,84.5,0.862,0.54,0.499,2.49,2.3,0.66,0.01,1.63,9.6,77,12.9,841,2017-09-19T07:00:00Z,2017
HL,15,2017-09-18T07:55:00Z,8,CMP 842,7.82,7.93,82.2,0.714,0.468,0.438,2.18,2.07,0.61,0.03,1.43,9,82,11.8,842,2017-09-18T08:00:00Z,2017
HL,16,2017-09-18T08:55:00Z,8,CMP 843,8.02,7.99,78.8,0.647,0.374,0.309,2.1,1.94,0.64,0.02,1.27,8.6,75.4,11.5,843,2017-09-18T09:00:00Z,2017
HL,17,2017-09-18T09:55:00Z,8,CMP 844,8.09,7.96,56.3,0.536,0.359,0.29,2.04,1.8,0.61,0.02,1.17,8.2,55.9,8,844,2017-09-18T10:00:00Z,2017
HL,18,2017-09-18T10:55:00Z,8,CMP 845,8.06,7.99,57.6,0.647,0.399,0.327,2.04,1.84,0.61,0.02,1.22,8.4,53.1,8.3,845,2017-09-18T11:00:00Z,2017
HL,19,2017-09-18T11:55:00Z,8,CMP 846,7.88,7.91,75.1,0.696,0.486,0.438,2.24,2.1,0.66,0.01,1.43,9.3,70.2,10.9,846,2017-09-18T12:00:00Z,2017
HL,20,2017-09-18T12:55:00Z,8,CMP 847,7.65,8,91.6,0.794,0.559,0.462,2.38,2.26,0.73,0.01,1.52,10.8,86.4,13,847,2017-09-18T13:00:00Z,2017
HL,21,2017-09-18T13:55:00Z,8,CMP 848,7.58,8.03,85,0.831,0.468,0.389,2.61,2.32,0.69,0.01,1.61,11.8,83.9,10.9,848,2017-09-18T14:00:00Z,2017
HL,22,2017-09-18T14:55:00Z,8,CMP 849,7.62,7.99,77,0.833,0.636,0.597,2.27,1.96,0.74,0.01,1.21,12.1,76.4,11.5,849,2017-09-18T15:00:00Z,2017
HL,23,2017-09-18T15:55:00Z,8,CMP 850,7.65,8.02,54.9,0.637,0.488,0.395,2,1.87,0.8,0.02,1.05,12.5,54,8.2,850,2017-09-18T16:00:00Z,2017
HL,24,2017-09-18T16:55:00Z,8,CMP 851,7.77,8.14,69.8,0.855,0.518,0.401,1.94,1.81,0.85,0.01,0.95,12.6,51.5,8.6,851,2017-09-18T17:00:00Z,2017
