Bottle,datetime,Site,ID,EC_uScm,pH,Turbidity_ntu,filter_mL,filter_g,60C_g,510C_g,Notes,Entered By,QA/QC,DOC_ppm,DOC_rep2,TN_ppm,TN_rep2,NO3_ppm,NO3_rep2,NH4_ppm,NH4_rep2,TP_ppm,TP_rep2,PO4_PPM,PO4_rep2,datetime_DLS,Yr
7,2018-07-11T02:15:00Z,HL,CMP 663,6.619,8,46.8,520,0.1057,0.1581,0.1518,NA,LF,CN,17.4,NA,2.57,NA,1.74,NA,0.05,NA,0.648068224,NA,0.615,NA,2018-07-11T02:15:00Z,2018
8,2018-07-11T03:15:00Z,HL,CMP 664,6.68,8.02,60.4,440,0.1094,0.1616,0.1546,NA,LF,CN,16.2,NA,2.68,NA,1.88,NA,0.05,NA,0.67101884999999994,NA,0.657,NA,2018-07-11T03:15:00Z,2018
9,2018-07-11T04:15:00Z,HL,CMP 665,6.698,8.09,63.3,430,0.1179,0.164,0.1566,NA,LF,CN,15.5,NA,2.89,NA,2.06,NA,0.04,NA,0.605976368,NA,0.598,NA,2018-07-11T04:15:00Z,2018
10,2018-07-11T05:15:00Z,HL,CMP 666,7.048,8.12,81.9,510,0.1151,0.1742,0.1651,NA,LF,CN,14.5,NA,2.85,NA,1.83,NA,0.06,NA,0.569,NA,0.525,NA,2018-07-11T05:15:00Z,2018
11,2018-07-11T06:15:00Z,HL,CMP 667,7.732,8.1,85.4,490,0.0956,0.169,0.1604,NA,LF,CN,12.9,NA,2.19,2.18,1.47,NA,0.06,NA,0.504,NA,0.429,NA,2018-07-11T06:15:00Z,2018
12,2018-07-10T07:15:00Z,HL,CMP 668,8.167,8.07,87.5,430,0.1015,0.1651,0.1579,NA,LF,CN,11.5,NA,1.73,NA,1.23,NA,0.06,NA,0.418,NA,0.353,NA,2018-07-10T07:15:00Z,2018
13,2018-07-10T08:15:00Z,HL,CMP 669,8.511,8.09,61.8,510,0.0979,0.1671,0.1596,NA,LF,CN,10.7,NA,1.79,NA,1.1,NA,0.09,NA,0.34,NA,0.311,0.313,2018-07-10T08:15:00Z,2018
14,2018-07-10T09:15:00Z,HL,CMP 670,8.852,8.09,53.2,460,0.0951,0.1585,0.1529,NA,LF,CN,10.3,10.4,1.78,NA,1.02,NA,0.08,NA,0.367,0.359,0.293,NA,2018-07-10T09:15:00Z,2018
15,2018-07-10T10:15:00Z,HL,CMP 671,8.678,8.1,44.6,430,0.0906,0.1537,0.1486,NA,LF,CN,10.7,NA,1.78,NA,1.07,1.08,0.06,0.06,0.329,NA,0.31,NA,2018-07-10T10:15:00Z,2018
16,2018-07-10T11:15:00Z,HL,CMP 672,7.991,8.11,69.5,530,0.0989,0.1715,0.1625,NA,LF,CN,12.4,NA,1.93,NA,1.3,NA,0.04,NA,0.41,NA,0.382,NA,2018-07-10T11:15:00Z,2018
17,2018-07-10T12:15:00Z,HL,CMP 673,7.366,8.09,110,470,0.0961,0.1814,0.1706,NA,LF,CN,13.4,NA,2.37,NA,1.63,NA,0.05,NA,0.569,NA,0.492,NA,2018-07-10T12:15:00Z,2018
18,2018-07-10T13:15:00Z,HL,CMP 674,6.88,8.05,114,490,0.1292,0.1794,0.1686,NA,LF,CN,15.2,NA,2.63,NA,1.79,NA,0.04,NA,0.653,NA,0.548,NA,2018-07-10T13:15:00Z,2018
19,2018-07-10T14:15:00Z,HL,CMP 675,6.78,8.03,89.5,400,0.125,0.166,0.1568,NA,LF,CN,15.3,NA,2.52,NA,1.65,NA,0.02,NA,0.653,NA,0.57,NA,2018-07-10T14:15:00Z,2018
20,2018-07-10T15:15:00Z,HL,CMP 676,6.756,8.03,70.8,600,0.1262,0.1715,0.1611,NA,LF,CN,16.7,NA,2.36,NA,1.37,NA,0.02,NA,0.619,NA,0.596,NA,2018-07-10T15:15:00Z,2018
21,2018-07-10T16:15:00Z,HL,CMP 677,6.691,8.02,65.6,400,0.1275,0.1615,0.1524,NA,LF,CN,18,NA,2.23,NA,1.21,NA,0.01,NA,0.586,NA,0.565,NA,2018-07-10T16:15:00Z,2018
22,2018-07-10T17:15:00Z,HL,CMP 678,6.803,8,55.9,450,0.1257,0.159,0.1503,NA,LF,CN,18.9,NA,1.97,NA,1.14,NA,0.01,NA,0.579,NA,0.562,0.559,2018-07-10T17:15:00Z,2018
23,2018-07-10T18:15:00Z,HL,CMP 679,6.799,7.98,75.4,520,0.1274,0.1718,0.1612,NA,LF,CN,18.6,NA,2.06,NA,1.26,NA,0.04,NA,0.611,0.661,0.559,NA,2018-07-10T18:15:00Z,2018
24,2018-07-10T19:15:00Z,HL,CMP 680,6.779,8,101,490,0.1234,0.1763,0.165,NA,LF,CN,16.6,16.6,2.99,NA,2.11,2.13,0.04,0.05,0.738,NA,0.643,NA,2018-07-10T19:15:00Z,2018
1,2018-07-10T18:30:00Z,PT,CMP 681,6.687,8.1,84,460,0.1257,0.1685,0.1581,NA,LF,CN,15.8,NA,2.41,NA,1.58,NA,0,NA,0.578,NA,0.523,NA,2018-07-10T18:30:00Z,2018
2,2018-07-10T19:30:00Z,PT,CMP 682,6.705,8.14,146,380,0.1254,0.1785,0.168,NA,LF,CN,15.6,NA,3.01,NA,2.27,NA,0.06,NA,0.782,NA,0.635,NA,2018-07-10T19:30:00Z,2018
3,2018-07-10T20:30:00Z,PT,CMP 683,6.822,8.16,186,530,0.1308,0.3583,0.1963,NA,LF,CN,14.4,NA,2.99,NA,2.1,NA,0.08,NA,0.791,NA,0.595,NA,2018-07-10T20:30:00Z,2018
4,2018-07-10T21:30:00Z,PT,CMP 684,6.97,8.14,67.2,540,0.1236,0.1662,0.1574,NA,LF,CN,14.4,NA,2.63,NA,2.02,NA,0.06,NA,0.586,NA,0.579,NA,2018-07-10T21:30:00Z,2018
5,2018-07-10T22:30:00Z,PT,CMP 685,6.652,8.14,49.8,420,0.1282,0.3597,0.1437,NA,LF,CN,14.9,NA,2.99,NA,2.24,NA,0.08,NA,0.659,NA,0.635,NA,2018-07-10T22:30:00Z,2018
6,2018-07-10T23:30:00Z,PT,CMP 686,6.617,8.13,61.7,480,0.128,0.1636,0.1555,NA,LF,CN,15.2,NA,2.91,NA,2.15,NA,0.07,NA,0.653,NA,0.634,NA,2018-07-10T23:30:00Z,2018
7,2018-07-11T00:30:00Z,PT,CMP 687,6.645,8.13,63.1,490,0.1241,0.2629,0.15310000000000001,NA,LF,CN,14.6,NA,2.68,NA,1.66,NA,0.06,NA,0.586,NA,0.553,0.549,2018-07-11T00:30:00Z,2018
8,2018-07-11T01:30:00Z,PT,CMP 688,6.6,8.1,61.8,475,0.1222,0.1571,0.1486,NA,LF,CN,16.2,NA,2.68,NA,1.54,NA,0.06,NA,0.545,0.569,0.525,NA,2018-07-11T01:30:00Z,2018
9,2018-07-11T02:30:00Z,PT,CMP 689,6.639,8.11,112,420,0.1284,0.1805,0.1697,NA,LF,CN,15,NA,2.55,2.55,1.59,1.6,0.07,0.08,0.67,NA,0.525,NA,2018-07-11T02:30:00Z,2018
10,2018-07-11T03:30:00Z,PT,CMP 690,6.659,8.11,68.3,530,0.1296,0.1778,0.1625,NA,LF,CN,15.3,15.5,2.68,NA,1.82,NA,0.05,NA,0.611,NA,0.568,NA,2018-07-11T03:30:00Z,2018
11,2018-07-11T04:30:00Z,PT,CMP 691,6.766,8.1,88.9,520,0.1273,0.2557,0.1651,NA,LF,CN,14.4,NA,2.79,NA,2.03,NA,0.06,NA,0.653,NA,0.593,NA,2018-07-11T04:30:00Z,2018
12,2018-07-11T05:30:00Z,PT,CMP 692,7.282,8.12,143,405,0.1244,0.1994,0.1863,NA,LF,CN,12.2,NA,2.45,NA,1.69,NA,0.08,NA,0.586,NA,0.498,NA,2018-07-11T05:30:00Z,2018
13,2018-07-11T06:30:00Z,PT,CMP 693,7.921,8.09,132,465,0.1234,0.1829,0.1723,NA,LF,CN,11.9,NA,2.06,NA,1.27,NA,0.12,NA,0.512,NA,0.483,NA,2018-07-11T06:30:00Z,2018
14,2018-07-10T07:30:00Z,PT,CMP 694,8.348,8.09,81.4,435,0.1253,0.1677,0.1591,NA,LF,CN,10.4,NA,1.7,NA,1.15,NA,0.07,NA,0.356,NA,0.335,NA,2018-07-10T07:30:00Z,2018
15,2018-07-10T08:30:00Z,PT,CMP 695,8.664,8.07,57.4,430,0.122,0.1545,0.1491,NA,LF,CN,9.9,NA,1.59,NA,1.1,NA,0.09,NA,0.34,NA,0.314,NA,2018-07-10T08:30:00Z,2018
16,2018-07-10T09:30:00Z,PT,CMP 696,8.772,8.08,65.1,455,0.1268,0.1656,0.1586,NA,LF,CN,9.7,NA,1.55,NA,1.05,NA,0.08,NA,0.34,NA,0.304,0.304,2018-07-10T09:30:00Z,2018
17,2018-07-10T10:30:00Z,PT,CMP 697,8.328,8,149,420,0.1249,0.1977,0.1843,NA,LF,CN,10.7,NA,1.85,1.82,1.16,NA,0.08,NA,0.529,0.504,0.364,NA,2018-07-10T10:30:00Z,2018
18,2018-07-10T11:30:00Z,PT,CMP 698,7.591,8.02,187,490,0.1313,0.2099,0.1954,NA,LF,CN,12.5,NA,2.34,NA,1.47,1.49,0.08,0.08,0.602,NA,0.475,NA,2018-07-10T11:30:00Z,2018
19,2018-07-10T12:30:00Z,PT,CMP 699,7.034,8.03,220,370,0.1295,0.2086,0.194,NA,LF,CN,14.6,NA,2.77,NA,1.74,NA,0.06,NA,0.89,NA,0.548,NA,2018-07-10T12:30:00Z,2018
20,2018-07-10T13:30:00Z,PT,CMP 700,6.82,8.01,145,350,0.1312,0.1858,0.1756,NA,LF,CN,15.7,16,2.85,NA,1.76,NA,0.06,NA,0.765,NA,0.565,NA,2018-07-10T13:30:00Z,2018
21,2018-07-10T14:30:00Z,PT,CMP 701,6.611,8,145,360,0.1303,0.1835,0.1728,NA,LF,CN,16.9,NA,2.78,NA,1.7,NA,0.05,NA,0.765,NA,0.546,NA,2018-07-10T14:30:00Z,2018
22,2018-07-10T15:30:00Z,PT,CMP 702,6.422,7.98,121,390,0.1274,0.1786,0.1687,NA,LF,CN,17.6,NA,2.69,NA,1.63,NA,0.08,NA,0.721,NA,0.549,NA,2018-07-10T15:30:00Z,2018
23,2018-07-10T16:30:00Z,PT,CMP 703,6.327,7.98,131,370,0.1261,0.1766,0.1666,NA,LF,CN,17.8,NA,2.67,NA,1.6,NA,0.07,NA,0.712,NA,0.537,NA,2018-07-10T16:30:00Z,2018
24,2018-07-10T17:30:00Z,PT,CMP 704,6.243,7.97,141,410,0.1244,0.1881,0.1759,NA,LF,CN,17.7,NA,2.82,2.79,1.58,1.58,0.07,0.08,0.765,0.756,0.523,NA,2018-07-10T17:30:00Z,2018
1,2018-07-17T15:15:00Z,FM,CMP 705,9.672,7.66,49.7,580,0.1249,0.16,0.1517,NA,LF,CN,14,NA,1.66,NA,0.81,NA,0.01,NA,0.279,NA,0.22,NA,2018-07-17T15:15:00Z,2018
2,2018-07-17T16:15:00Z,FM,CMP 706,9.726,7.8,56.9,545,0.125,0.1619,0.1523,NA,LF,CN,10.4,NA,1.43,NA,0.91,NA,0.02,NA,0.279,NA,0.265,NA,2018-07-17T16:15:00Z,2018
3,2018-07-17T17:15:00Z,FM,CMP 707,9.653,7.82,60.9,440,0.1233,0.1542,0.1478,NA,LF,CN,10.2,NA,1.39,NA,0.85,NA,0.05,NA,0.301,NA,0.257,NA,2018-07-17T17:15:00Z,2018
4,2018-07-17T18:15:00Z,FM,CMP 708,9.402,7.86,84.3,460,0.1264,0.1635,0.1558,NA,LF,CN,11.6,NA,1.54,NA,0.86,NA,0.05,NA,0.359,NA,0.266,NA,2018-07-17T18:15:00Z,2018
5,2018-07-17T19:15:00Z,FM,CMP 709,9.447,7.88,85.6,445,0.1281,0.1722,0.1627,NA,LF,CN,12.2,NA,1.52,NA,0.81,0.79,0.07,NA,0.352,NA,0.262,NA,2018-07-17T19:15:00Z,2018
6,2018-07-17T20:15:00Z,FM,CMP 710,9.541,7.97,93.5,500,0.1271,0.1771,0.1666,NA,LF,CN,12.9,13,1.45,NA,0.72,NA,0.03,NA,0.382,NA,0.254,NA,2018-07-17T20:15:00Z,2018
7,2018-07-17T21:15:00Z,FM,CMP 711,9.586,7.94,103,500,0.1272,0.1793,0.1684,NA,LF,CN,13.1,NA,1.39,NA,0.68,NA,0.07,NA,0.352,NA,0.248,NA,2018-07-17T21:15:00Z,2018
8,2018-07-17T22:15:00Z,FM,CMP 712,9.013,7.99,139,475,0.1263,0.1889,0.1763,NA,LF,CN,11.6,NA,1.74,NA,1.13,NA,0.04,0.04,0.505,NA,0.359,NA,2018-07-17T22:15:00Z,2018
9,2018-07-17T23:15:00Z,FM,CMP 713,9.152,7.93,193,460,0.1271,0.2078,0.1927,NA,LF,CN,11.1,NA,1.98,1.99,1.14,NA,0.06,0.06,0.585,0.569,0.347,0.349,2018-07-17T23:15:00Z,2018
10,2018-07-18T00:15:00Z,FM,CMP 714,9.633,7.88,199,525,0.126,0.2198,0.2029,NA,LF,CN,10.5,NA,1.5,NA,0.79,NA,0.07,NA,0.529,NA,0.239,NA,2018-07-18T00:15:00Z,2018
11,2018-07-18T01:15:00Z,FM,CMP 715,10.05,7.82,129,430,0.1272,0.1895,0.1786,NA,LF,CN,9.9,NA,1.15,NA,0.49,NA,0.05,NA,0.33,NA,0.136,NA,2018-07-18T01:15:00Z,2018
12,2018-07-18T02:15:00Z,FM,CMP 716,10.01,7.81,64.3,440,0.1264,0.1625,0.1555,NA,LF,CN,8.9,NA,1.06,NA,0.43,NA,0.06,NA,0.168,NA,0.12,NA,2018-07-18T02:15:00Z,2018
13,2018-07-18T03:15:00Z,FM,CMP 717,10.04,7.85,63.7,515,0.1261,0.1663,0.1589,NA,LF,CN,8.8,NA,1.04,NA,0.42,NA,0.07,NA,0.154,NA,0.117,NA,2018-07-18T03:15:00Z,2018
14,2018-07-18T04:15:00Z,FM,CMP 718,10.08,7.83,42.2,455,0.1274,0.1525,0.1474,NA,LF,CN,8.8,NA,1.06,NA,0.45,0.45,0.06,NA,0.141,NA,0.125,NA,2018-07-18T04:15:00Z,2018
15,2018-07-18T05:15:00Z,FM,CMP 719,9.762,7.84,38.4,535,0.1276,0.1546,0.1492,NA,LF,CN,10.5,NA,1.32,NA,0.73,NA,0.07,NA,0.216,NA,0.221,NA,2018-07-18T05:15:00Z,2018
16,2018-07-18T06:15:00Z,FM,CMP 720,9.255,7.94,54.8,500,0.1256,0.1599,0.15310000000000001,NA,LF,CN,11.4,11.3,1.69,NA,1.04,NA,0.07,NA,0.353,NA,0.331,NA,2018-07-18T06:15:00Z,2018
17,2018-07-17T07:15:00Z,FM,CMP 721,8.847,7.99,43.2,495,0.1292,0.1565,0.1509,NA,LF,CN,11.6,NA,1.74,NA,1.11,NA,0.08,0.08,0.394,NA,0.358,NA,2018-07-17T07:15:00Z,2018
18,2018-07-17T08:15:00Z,FM,CMP 722,8.99,8.07,6.66,520,0.1281,0.1688,0.1605,NA,LF,CN,11.5,NA,1.7,1.71,1.11,NA,0.08,NA,0.389,0.404,0.356,0.352,2018-07-17T08:15:00Z,2018
19,2018-07-17T09:15:00Z,FM,CMP 723,9.154,7.98,83.2,470,0.1291,0.1744,0.1658,NA,LF,CN,11.3,NA,1.62,NA,1.03,NA,0.08,NA,0.345,NA,0.323,NA,2018-07-17T09:15:00Z,2018
20,2018-07-17T10:15:00Z,FM,CMP 724,9.707,7.93,46.6,510,0.1247,0.1546,0.1486,NA,LF,CN,10.4,NA,1.37,NA,0.77,NA,0.07,NA,0.269,NA,0.236,NA,2018-07-17T10:15:00Z,2018
21,2018-07-17T11:15:00Z,FM,CMP 725,9.76,8,62.6,510,0.1269,0.1665,0.1597,NA,LF,CN,9.7,NA,1.64,NA,0.98,NA,0.1,NA,0.345,NA,0.308,NA,2018-07-17T11:15:00Z,2018
22,2018-07-17T12:15:00Z,FM,CMP 726,9.396,7.99,58.3,450,0.1311,0.1598,0.1535,NA,LF,CN,9.7,NA,1.5,NA,0.97,NA,0.08,NA,0.328,NA,0.311,NA,2018-07-17T12:15:00Z,2018
23,2018-07-17T13:15:00Z,FM,CMP 727,9.326,8.02,59.6,555,0.1229,0.1617,0.1539,NA,JS,CN,10.8,NA,1.55,NA,0.93,0.94,0.09,NA,0.301,NA,0.295,NA,2018-07-17T13:15:00Z,2018
24,2018-07-17T14:15:00Z,FM,CMP 728,9.619,7.91,63.6,425,0.1217,0.1567,0.1504,NA,JS,CN,10.3,NA,1.38,NA,0.76,NA,0.08,NA,0.251,NA,0.238,NA,2018-07-17T14:15:00Z,2018
1,2018-07-17T15:45:00Z,SD,CMP 729,9.658,7.9,58.8,405,0.1253,0.1602,0.1529,NA,JS,CN,13.3,NA,1.43,NA,0.89,NA,0.02,NA,0.279,NA,0.262,NA,2018-07-17T15:45:00Z,2018
2,2018-07-17T16:45:00Z,SD,CMP 730,8.993,8.02,74.7,445,0.1252,0.165,0.1577,NA,JS,CN,10.2,10.4,1.77,NA,1.17,NA,0.04,0.05,0.367,NA,0.341,NA,2018-07-17T16:45:00Z,2018
3,2018-07-17T17:45:00Z,SD,CMP 731,8.817,8.04,79.6,470,0.1252,0.167,0.1587,NA,JS,CN,11.1,NA,2.36,2.42,1.69,NA,0.06,NA,0.443,0.443,0.422,0.413,2018-07-17T17:45:00Z,2018
4,2018-07-17T18:45:00Z,SD,CMP 732,8.386,8.07,89,460,0.1303,0.1579,0.15310000000000001,NA,JS,CN,11.6,NA,2.49,NA,1.92,NA,0.07,NA,0.513,NA,0.448,NA,2018-07-17T18:45:00Z,2018
5,2018-07-17T19:45:00Z,SD,CMP 733,8.447,8.06,126,480,0.1249,0.1838,0.1723,NA,JS,CN,12.2,NA,2.43,NA,1.91,NA,0.09,NA,0.585,NA,0.425,NA,2018-07-17T19:45:00Z,2018
6,2018-07-17T20:45:00Z,SD,CMP 734,8.398,8.01,98.7,500,0.1279,0.1808,0.1698,NA,JS,CN,13.4,NA,2.41,NA,1.82,NA,0.13,NA,0.529,NA,0.391,NA,2018-07-17T20:45:00Z,2018
7,2018-07-17T21:45:00Z,SD,CMP 735,8.185,7.97,87.5,445,0.1284,0.1711,0.1627,NA,JS,CN,13.6,NA,3.07,NA,2.5,NA,0.12,NA,0.593,NA,0.5,NA,2018-07-17T21:45:00Z,2018
8,2018-07-17T22:45:00Z,SD,CMP 736,8.935,8.03,187,480,0.1289,0.2119,0.1968,NA,JS,CN,11.1,NA,1.79,NA,1.25,1.22,0.05,NA,0.667,NA,0.372,NA,2018-07-17T22:45:00Z,2018
9,2018-07-17T23:45:00Z,SD,CMP 737,9.508,8.02,202,415,0.1287,0.2027,0.1889,NA,JS,CN,9.7,NA,1.69,NA,1.06,NA,0.07,NA,0.593,NA,0.328,NA,2018-07-17T23:45:00Z,2018
10,2018-07-18T00:45:00Z,SD,CMP 738,10.08,7.97,211,430,0.1305,0.2086,0.1948,NA,JS,CN,8.7,NA,1.5,NA,0.86,NA,0.07,NA,0.505,NA,0.274,NA,2018-07-18T00:45:00Z,2018
11,2018-07-18T01:45:00Z,SD,CMP 739,10.65,7.99,137,400,0.1251,0.1828,0.1724,NA,JS,CN,7.8,NA,1.3,NA,0.74,NA,0.06,0.06,0.345,NA,0.229,NA,2018-07-18T01:45:00Z,2018
12,2018-07-18T02:45:00Z,SD,CMP 740,10.63,7.91,70,620,0.124,0.1721,0.1628,NA,JS,CN,7.8,7.6,1.17,1.18,0.7,NA,0.07,NA,0.244,0.237,0.214,0.214,2018-07-18T02:45:00Z,2018
13,2018-07-18T03:45:00Z,SD,CMP 741,11,7.96,48.7,550,0.1272,0.1626,0.1556,NA,JS,CN,7.1,NA,1.25,NA,0.69,NA,0.06,NA,0.232,NA,0.204,NA,2018-07-18T03:45:00Z,2018
14,2018-07-18T04:45:00Z,SD,CMP 742,10.13,8.02,46.5,770,0.1247,0.1605,0.1529,NA,JS,CN,8.6,NA,1.5,NA,0.9,NA,0.06,NA,0.279,NA,0.275,NA,2018-07-18T04:45:00Z,2018
15,2018-07-18T05:45:00Z,SD,CMP 743,9.674,8.03,48,390,0.1261,0.1496,0.145,NA,JS,CN,9.5,NA,1.57,NA,1.01,NA,0.07,NA,0.327,NA,0.311,NA,2018-07-18T05:45:00Z,2018
16,2018-07-18T06:45:00Z,SD,CMP 744,9.068,8.08,49.8,530,0.1259,0.1579,0.1508,NA,JS,CN,10.7,NA,1.97,NA,1.4,NA,0.06,NA,0.394,NA,0.381,NA,2018-07-18T06:45:00Z,2018
17,2018-07-17T07:45:00Z,SD,CMP 745,8.815,8.04,48.5,470,0.127,0.1561,0.1494,NA,JS,CN,11.3,NA,2.27,NA,1.71,1.69,0.07,NA,0.44,NA,0.425,NA,2018-07-17T07:45:00Z,2018
18,2018-07-17T08:45:00Z,SD,CMP 746,8.725,8.1,57.9,480,0.1263,0.1578,0.1513,NA,JS,CN,11,NA,2.27,NA,1.77,NA,0.07,NA,0.449,NA,0.434,NA,2018-07-17T08:45:00Z,2018
19,2018-07-17T09:45:00Z,SD,CMP 747,9.507,8,40.8,540,0.1278,0.1559,0.1503,NA,JS,CN,10.9,NA,1.92,NA,1.23,NA,0.06,NA,0.296,NA,0.298,NA,2018-07-17T09:45:00Z,2018
20,2018-07-17T10:45:00Z,SD,CMP 748,9.284,8.05,52.5,490,0.1277,0.1593,0.1535,NA,JS,CN,10.2,NA,2.19,NA,1.08,NA,0.07,0.07,0.709,NA,0.334,NA,2018-07-17T10:45:00Z,2018
21,2018-07-17T11:45:00Z,SD,CMP 749,9.798,7.98,82.3,490,0.1287,0.1666,0.1595,NA,JS,CN,9.2,NA,1.63,1.57,0.93,NA,0.08,NA,0.513,0.505,0.286,0.286,2018-07-17T11:45:00Z,2018
22,2018-07-17T12:45:00Z,SD,CMP 750,10.24,7.97,83.9,520,0.1293,0.1761,0.168,NA,JS,CN,8,8.2,1.5,NA,0.81,NA,0.09,NA,0.272,NA,0.245,NA,2018-07-17T12:45:00Z,2018
23,2018-07-17T13:45:00Z,SD,CMP 751,10.66,7.98,71.9,500,0.1288,0.1717,0.1639,NA,JS,CN,7.7,NA,1.42,NA,0.71,NA,0.08,NA,0.258,NA,0.214,NA,2018-07-17T13:45:00Z,2018
24,2018-07-17T14:45:00Z,SD,CMP 752,10.82,7.96,71.1,470,0.1302,0.1777,0.1692,NA,JS,CN,7.6,NA,1.43,NA,0.7,NA,0.07,NA,0.251,NA,0.211,NA,2018-07-17T14:45:00Z,2018
1,2018-07-17T16:30:00Z,HL,CMP 753,8.603,7.75,62.5,490,0.1275,0.1705,0.1607,NA,JS,CN,14,NA,2.19,NA,1.11,NA,0.03,NA,0.481,NA,0.326,NA,2018-07-17T16:30:00Z,2018
2,2018-07-17T17:30:00Z,HL,CMP 754,8.375,7.91,82.6,420,0.1276,0.1628,0.1556,NA,JS,CN,14.7,NA,2.01,NA,0.94,0.95,0.03,NA,0.458,NA,0.41,NA,2018-07-17T17:30:00Z,2018
3,2018-07-17T18:30:00Z,HL,CMP 755,8.137,7.98,58.3,500,0.1277,0.1581,0.1517,NA,JS,CN,15.5,NA,1.76,NA,0.71,NA,0.02,NA,0.466,NA,0.432,NA,2018-07-17T18:30:00Z,2018
4,2018-07-17T19:30:00Z,HL,CMP 756,8.2,7.95,44.6,440,0.1274,0.1574,0.1506,NA,JS,CN,15.2,NA,1.87,NA,0.64,NA,0.03,NA,0.45,NA,0.46,NA,2018-07-17T19:30:00Z,2018
5,2018-07-17T20:30:00Z,HL,CMP 757,8.112,8.06,40.2,370,0.1261,0.1467,0.1432,NA,JS,CN,16,NA,1.74,NA,0.58,NA,0.02,0.02,0.46,NA,0.449,NA,2018-07-17T20:30:00Z,2018
6,2018-07-17T21:30:00Z,HL,CMP 758,8.115,7.98,38.6,460,0.1287,0.1536,0.1489,NA,JS,CN,14.6,NA,1.8,1.81,0.57,NA,0.02,NA,0.49,0.48,0.465,0.465,2018-07-17T21:30:00Z,2018
7,2018-07-17T22:30:00Z,HL,CMP 759,8.079,7.98,78.6,560,0.1265,0.1712,0.1625,NA,JS,CN,12.8,NA,1.76,NA,0.59,NA,0.02,NA,0.513,NA,0.42,NA,2018-07-17T22:30:00Z,2018
8,2018-07-17T23:30:00Z,HL,CMP 760,7.95,8,118,470,0.1267,0.1838,0.1732,NA,JS,CN,12.9,12.9,2.6,NA,1.76,NA,0.03,NA,0.675,NA,0.528,NA,2018-07-17T23:30:00Z,2018
9,2018-07-18T00:30:00Z,HL,CMP 761,8.17,7.96,124,450,0.1268,0.1848,0.1744,NA,JS,CN,11.9,NA,2.41,NA,1.37,NA,0.04,NA,0.569,NA,0.448,NA,2018-07-18T00:30:00Z,2018
10,2018-07-18T01:30:00Z,HL,CMP 762,8.87,7.98,114,390,0.1261,0.1751,0.1665,NA,JS,CN,11.6,NA,2.09,NA,1.22,NA,0.05,NA,0.56,NA,0.394,NA,2018-07-18T01:30:00Z,2018
11,2018-07-18T02:30:00Z,HL,CMP 763,8.975,7.98,86.7,480,0.1268,0.1726,0.1648,NA,JS,CN,11.9,NA,1.89,NA,1.17,1.17,0.06,NA,0.45,NA,0.385,NA,2018-07-18T02:30:00Z,2018
12,2018-07-18T03:30:00Z,HL,CMP 764,9.086,7.92,48.2,400,0.1247,0.1494,0.145,NA,JS,CN,12.4,NA,1.87,NA,1.18,NA,0.05,NA,0.378,NA,0.37,NA,2018-07-18T03:30:00Z,2018
13,2018-07-18T04:30:00Z,HL,CMP 765,8.974,8.01,47.8,460,0.1266,0.1578,0.1525,NA,JS,CN,14.4,NA,1.76,NA,1.17,NA,0.06,NA,0.395,NA,0.385,NA,2018-07-18T04:30:00Z,2018
14,2018-07-18T05:30:00Z,HL,CMP 766,8.758,8.02,54.1,350,0.1259,0.1502,0.1461,NA,JS,CN,13.1,NA,1.9,NA,1.23,NA,0.06,0.06,0.44,NA,0.417,NA,2018-07-18T05:30:00Z,2018
15,2018-07-18T06:30:00Z,HL,CMP 767,8.422,7.99,75.8,520,0.131,0.1687,0.1617,NA,JS,CN,14.6,NA,2.15,2.18,1.39,NA,0.06,NA,0.489,0.489,0.475,0.472,2018-07-18T06:30:00Z,2018
16,2018-07-17T07:30:00Z,HL,CMP 768,8.107,7.98,66.4,400,0.1251,0.1579,0.1521,NA,JS,CN,16.9,NA,1.91,NA,1.29,NA,0.05,NA,0.505,NA,0.502,NA,2018-07-17T07:30:00Z,2018
17,2018-07-17T08:30:00Z,HL,CMP 769,8.308,7.95,47,390,0.1243,0.1488,0.1452,NA,JS,CN,15,NA,1.8,NA,0.92,NA,0.05,NA,0.489,NA,0.478,NA,2018-07-17T08:30:00Z,2018
18,2018-07-17T09:30:00Z,HL,CMP 770,8.137,7.98,37.4,340,0.1247,0.1427,0.1396,NA,JS,CN,14.8,14.8,1.66,NA,0.82,NA,0.05,NA,0.489,NA,0.472,NA,2018-07-17T09:30:00Z,2018
19,2018-07-17T10:30:00Z,HL,CMP 771,8.379,7.94,48.4,460,0.1266,0.1524,0.1478,NA,JS,CN,13.4,NA,2,NA,0.96,NA,0.05,NA,0.521,NA,0.485,NA,2018-07-17T10:30:00Z,2018
20,2018-07-17T11:30:00Z,HL,CMP 772,8.313,7.96,67.2,490,0.1269,0.1649,0.1584,NA,JS,CN,12.7,NA,2.06,NA,1.25,1.25,0.05,NA,0.497,NA,0.448,NA,2018-07-17T11:30:00Z,2018
21,2018-07-17T12:30:00Z,HL,CMP 773,8.502,8.01,64.1,360,0.1286,0.1566,0.1516,NA,JS,CN,12.1,NA,1.9,NA,1.25,NA,0.07,NA,0.435,NA,0.417,NA,2018-07-17T12:30:00Z,2018
