Site,Bottle,Date,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL
HL,18,9/11/2017,CMP 749,7.12,8.31,58.9,0.787,0.668,0.601,2.72,2.62,0.65,0.01,1.95,9.4,54.4,7.4
HL,19,9/11/2017,CMP 750,7.28,8.23,51.6,0.697,0.605,0.536,2.5,2.29,0.52,0.01,1.76,9.4,49.8,7.1
HL,20,9/11/2017,CMP 751,7.22,8.16,46,0.69,0.591,0.548,2.4,2.25,0.5,0.02,1.72,9.3,42.7,5.6
HL,21,9/11/2017,CMP 752,7.17,8.28,37.6,0.597,0.538,0.438,2.5,2.44,0.6,0.01,1.84,9.4,33.4,4.9
HL,22,9/11/2017,CMP 753,7.02,8.11,34,0.759,0.693,0.653,2.96,2.8,0.7,0.01,2.08,9.7,33.6,5.1
HL,23,9/11/2017,CMP 754,6.93,8.28,44.9,0.878,0.747,0.659,3.14,2.84,0.63,0.01,2.2,10.1,43.9,5.4
HL,24,9/11/2017,CMP 755,7,8.33,43.6,0.839,0.716,0.683,2.67,2.51,0.73,0.01,1.78,10.8,43,6.3
FM,1,9/12/2017,CMP 756,7.83,8.27,72.4,0.53,0.361,0.278,1.74,1.59,0.57,0.01,1.02,8.1,67.5,8.9
FM,2,9/12/2017,CMP 757,7.88,8.11,62.3,0.401,0.286,0.155,1.48,1.35,0.54,0.01,0.8,7.6,60.1,7.6
FM,3,9/12/2017,CMP 758,8.4,8.18,58.5,0.389,0.223,0.112,1.39,1.12,0.43,0.01,0.67,6.5,54.2,7.3
FM,4,9/12/2017,CMP 759,8.96,8.05,83.8,0.339,0.142,0.069,1.17,0.9,0.44,0.01,0.46,4.9,77.9,9.5
FM,5,9/12/2017,CMP 760,9.1,8,68.9,0.235,0.117,0.038,1.05,0.73,0.36,0,0.37,4.3,58.6,8.1
FM,6,9/12/2017,CMP 761,8.97,7.97,53,0.273,0.177,0.124,1.1,0.91,0.4,0.08,0.43,4.9,46.9,6.5
FM,7,9/12/2017,CMP 762,8.3,8.03,71.4,0.456,0.248,0.173,1.42,1.32,0.57,0.02,0.73,7.1,65.1,8.8
FM,8,9/12/2017,CMP 763,8.02,8.05,45.7,0.438,0.317,0.216,1.68,1.46,0.57,0.02,0.87,8.3,38.6,6
FM,9,9/12/2017,CMP 764,8.02,8.07,36.5,0.403,0.332,0.198,1.62,1.46,0.58,0.01,0.86,9.3,31.6,6.1
FM,10,9/12/2017,CMP 765,8.12,8.01,144.7,0.69,0.328,0.229,1.58,1.45,0.65,0.01,0.8,10,122,16.5
FM,11,9/12/2017,CMP 766,8.26,8.02,178.6,0.929,0.323,0.284,1.73,1.58,0.84,0.01,0.73,11.1,151.2,25
FM,12,9/12/2017,CMP 767,8.4,8.07,173,0.793,0.316,0.204,1.56,1.45,0.73,0.04,0.68,11.8,152.2,27.6
FM,13,9/12/2017,CMP 768,8.32,7.91,149.4,0.69,0.322,0.247,1.58,1.38,0.65,0.01,0.71,11.7,137.4,23.6
FM,14,9/12/2017,CMP 769,7.69,8.15,65.3,0.591,0.462,0.352,1.91,1.77,0.51,0.01,1.26,9.2,61.9,9.2
FM,15,9/12/2017,CMP 770,7.69,8.1,48.2,0.579,0.446,0.345,2.07,1.77,0.52,0.01,1.24,9,41.6,6.4
FM,16,9/12/2017,CMP 771,8.14,7.96,90.2,0.456,0.301,0.235,1.65,1.52,0.69,0.01,0.83,11.8,54.4,7.2
FM,17,9/12/2017,CMP 772,8.31,7.96,124,0.358,0.177,0.1,1.27,1.13,0.63,0.01,0.5,10.6,104.9,13.7
FM,18,9/12/2017,CMP 773,8.39,7.88,151.5,0.45,0.12,0.044,1.13,0.93,0.59,0.01,0.32,9.1,153.7,17.5
FM,19,9/12/2017,CMP 774,8.34,7.92,61.1,0.278,0.162,0.1,1.2,1.1,0.63,0.01,0.46,9.6,49.8,6.9
FM,20,9/12/2017,CMP 775,8.22,7.97,93.3,0.407,0.25,0.18,1.44,1.38,0.68,0.01,0.68,10.6,90.5,12.2
FM,21,9/12/2017,CMP 776,8.02,8,100.4,0.518,0.35,0.281,1.8,1.66,0.72,0.01,0.93,11.5,98.1,12.8
FM,22,9/12/2017,CMP 777,7.8,8.08,354,1.574,0.416,0.29,2.11,1.87,0.7,0.01,1.17,11.1,303.1,45.1
FM,23,9/12/2017,CMP 778,7.81,8.02,225,1.027,0.419,0.376,2.02,1.92,0.72,0.01,1.19,11.2,218.7,26.2
FM,24,9/12/2017,CMP 779,8.11,8.03,93,0.536,0.304,0.21,1.55,1.46,0.61,0.01,0.84,10.8,84.2,14.1
SD,1,9/12/2017,CMP 780,8.01,7.8,46.9,0.499,0.298,0.235,1.76,1.62,0.59,0.03,1.01,9.2,46.1,6.8
SD,2,9/12/2017,CMP 781,8.32,7.9,61.5,0.376,0.232,0.186,1.55,1.43,0.68,0.01,0.74,8.5,53.5,10.3
SD,3,9/12/2017,CMP 782,8.46,7.89,68,0.358,0.205,0.173,1.53,1.37,0.6,0.02,0.74,8.3,61.9,8.1
SD,4,9/12/2017,CMP 783,8.49,7.95,52.4,0.309,0.198,0.149,1.51,1.38,0.64,0,0.74,8.1,38.4,7.3
SD,5,9/12/2017,CMP 784,8.47,7.88,41.2,0.321,0.204,0.137,1.5,1.38,0.61,0.03,0.74,8,35.4,7.2
SD,6,9/12/2017,CMP 785,8.12,7.77,26.8,0.367,0.271,0.226,1.64,1.53,0.58,0.03,0.92,8.8,25.3,5
SD,7,9/12/2017,CMP 786,8.05,7.76,25.9,0.383,0.289,0.192,1.72,1.58,0.64,0.02,0.93,9,25,4
SD,8,9/12/2017,CMP 787,7.77,8,33.4,0.414,0.37,0.272,1.93,1.83,0.59,0.01,1.23,9.7,26.9,6.3
SD,9,9/12/2017,CMP 788,7.62,8.03,36.5,0.45,0.396,0.339,2.22,1.92,0.62,0.04,1.26,10.2,31.8,6.2
SD,10,9/12/2017,CMP 789,7.53,7.93,37.4,0.468,0.394,0.341,2.26,1.9,0.67,0.01,1.23,10.4,35.9,4.8
SD,11,9/12/2017,CMP 790,7.55,8.06,45.6,0.487,0.365,0.296,2.22,1.91,0.67,0.01,1.23,10.9,40.6,6.9
SD,12,9/12/2017,CMP 791,7.55,8,64.1,0.597,0.319,0.272,2.14,1.96,0.69,0.02,1.25,10.8,58.8,6.9
SD,13,9/12/2017,CMP 792,7.52,7.96,62.2,0.521,0.26,0.241,2.25,2.01,0.79,0.03,1.19,11.6,57.6,8.6
SD,14,9/12/2017,CMP 793,7.49,8.02,68.9,0.626,0.334,0.315,2.26,1.93,0.72,0.01,1.19,10.2,69,10
SD,15,9/12/2017,CMP 794,7.74,7.93,73.1,0.567,0.254,0.235,2.32,1.9,0.66,0.02,1.22,9.8,72.6,9.6
SD,16,9/12/2017,CMP 795,8.02,7.98,74.5,0.573,0.302,0.219,2.05,1.91,0.64,0.04,1.23,9.1,72.8,9
SD,17,9/12/2017,CMP 796,8.23,7.94,51.4,0.432,0.265,0.247,2.04,1.68,0.67,0.03,0.98,9.2,49.9,7.4
SD,18,9/12/2017,CMP 797,8.23,7.81,55.9,0.456,0.277,0.259,1.93,1.53,0.59,0.04,0.89,8.7,55.4,7
SD,19,9/12/2017,CMP 798,7.9,7.96,72.7,0.542,0.274,0.204,2.25,1.77,0.64,0.01,1.12,9.3,72.1,7.9
SD,20,9/12/2017,CMP 799,7.88,7.9,60,0.481,0.29,0.216,2.08,1.77,0.63,0.02,1.12,9.5,51.2,7.6
SD,21,9/12/2017,CMP 800,7.82,7.92,52.1,0.475,0.27,0.241,2.2,1.84,0.62,0.01,1.21,9.5,48.2,6.7
SD,22,9/12/2017,CMP 801,7.72,8.1,68.8,0.554,0.385,0.315,2.25,1.92,0.63,0.02,1.27,9.6,55.8,8.6
SD,23,9/12/2017,CMP 802,7.71,7.97,84.1,0.616,0.336,0.284,2.34,1.91,0.59,0.03,1.29,9.5,78,10.6
SD,24,9/12/2017,CMP 803,7.77,7.96,72,0.634,0.38,0.358,2.15,1.94,0.63,0.04,1.27,9.5,58.5,9.6
PT ,1,9/18/2017,CMP 804,7.5,8.16,129.8,0.997,0.503,0.389,2.37,2.06,0.72,0.02,1.33,11.6,121,17.3
PT ,2,9/18/2017,CMP 805,7.44,8.13,126,1.07,0.585,0.462,2.91,2.56,0.62,0.02,1.92,10.5,108.4,11.1
PT ,3,9/18/2017,CMP 806,7.59,8.01,101,0.911,0.52,0.418,2.71,2.36,0.6,0.01,1.75,9.6,89.4,10.4
PT ,4,9/18/2017,CMP 807,7.79,8.02,89.1,0.714,0.443,0.376,2.4,2.02,0.58,0.01,1.44,9.3,81,9.8
PT ,5,9/18/2017,CMP 808,7.82,8.09,62,0.628,0.419,0.352,2.28,2.05,0.64,0.02,1.39,9,61.6,7.5
PT ,6,9/18/2017,CMP 809,7.73,8.07,49.3,0.585,0.465,0.352,2.34,2.17,0.64,0.02,1.51,9.3,45.4,6.5
PT ,7,9/18/2017,CMP 810,7.53,8.09,72,0.726,0.541,0.454,2.61,2.46,0.68,0.01,1.78,9.7,68,10.9
PT ,8,9/18/2017,CMP 811,7.46,8.04,84.4,0.812,0.56,0.432,2.53,2.37,0.74,0,1.62,10.6,80.1,10.9
PT ,9,9/18/2017,CMP 812,7.38,8.06,70.7,0.791,0.627,0.588,2.32,2.18,0.86,0.01,1.31,11.3,66.4,9
PT ,10,9/18/2017,CMP 813,7.32,8.1,55.2,0.788,0.621,0.597,2.2,2.07,0.84,0.01,1.22,11.8,52.9,7.3
PT ,11,9/18/2017,CMP 814,7.35,8.14,50.5,0.733,0.513,0.382,2.29,2.16,0.97,0.01,1.19,11.9,48.3,7.7
PT ,12,9/18/2017,CMP 815,7.44,8.18,60.7,0.763,0.524,0.407,2.5,2.38,0.87,0.01,1.5,10.8,41.1,9.1
PT ,13,9/18/2017,CMP 816,7.49,8.08,66,0.745,0.545,0.436,2.64,2.51,0.75,0.02,1.74,10.2,58.4,10
PT ,14,9/18/2017,CMP 817,7.63,8.01,78.4,0.751,0.489,0.352,2.58,2.34,0.7,0,1.64,9.8,77.6,11.6
PT ,15,9/18/2017,CMP 818,7.82,7.96,105.6,0.819,0.438,0.374,2.66,2.12,0.68,0.03,1.41,9.2,95.8,17.2
PT ,16,9/18/2017,CMP 819,7.96,8.02,68.3,0.616,0.396,0.272,2.41,2.05,0.71,0.02,1.32,8.7,67.7,10.3
PT ,17,9/18/2017,CMP 820,8.01,8.04,49.4,0.628,0.372,0.284,2.41,1.93,0.65,0.02,1.26,8.6,44.9,6.4
PT ,18,9/18/2017,CMP 821,7.87,7.97,68.9,0.757,0.425,0.315,2.37,2.11,0.64,0.03,1.44,9,66,10.9
PT ,19,9/18/2017,CMP 822,7.65,7.96,95,0.978,0.498,0.442,2.85,2.27,0.67,0.01,1.59,9.6,93.2,14.3
PT ,20,9/18/2017,CMP 823,7.51,7.96,100,0.868,0.538,0.425,2.5,2.3,0.75,0.01,1.54,10.9,92.9,15.6
PT ,21,9/18/2017,CMP 824,7.38,7.98,78.1,0.88,0.504,0.456,2.54,2.35,1.01,0.01,1.33,11.7,75.9,12
PT ,22,9/18/2017,CMP 825,7.3,8.06,77.1,0.868,0.513,0.438,2.26,2.14,0.91,0.03,1.19,11.8,70.5,13.6
PT ,23,9/18/2017,CMP 826,7.22,8.18,90.7,0.923,0.498,0.475,2.08,1.97,0.91,0.01,1.05,12.1,90.7,14.1
PT ,24,9/18/2017,CMP 827,7.15,8,56.8,0.729,0.49,0.456,2.27,2.02,1.01,0.01,1.01,12.8,47.5,10
HL,1,9/18/2017,CMP 828,7.57,7.9,80.3,0.8,0.462,0.358,2.02,1.9,0.74,0.01,1.16,12.1,74.7,11.1
HL,2,9/18/2017,CMP 829,7.45,8.06,109,0.989,0.546,0.444,2.87,2.55,0.62,0,1.92,10.3,84.1,10.7
HL,3,9/18/2017,CMP 830,7.69,7.92,108,0.949,0.569,0.511,2.66,2.33,0.71,0.01,1.62,9.7,91.8,12.6
HL,4,9/18/2017,CMP 831,7.87,7.94,94,0.751,0.386,0.29,2.27,1.99,0.62,0,1.37,9,82.1,11.1
HL,5,9/18/2017,CMP 832,7.97,7.93,80.5,0.622,0.437,0.382,2.25,1.95,0.66,0,1.29,9,77.9,10.7
HL,6,9/18/2017,CMP 833,7.94,7.91,63.1,0.628,0.416,0.315,2.13,1.97,0.68,0,1.3,9,53.8,7.3
HL,7,9/18/2017,CMP 834,7.79,7.95,62.5,0.653,0.393,0.333,2.19,2.07,0.58,0,1.49,9.3,57.5,9.2
HL,8,9/18/2017,CMP 835,7.58,8.01,64.8,0.733,0.588,0.511,2.59,2.38,0.6,0,1.77,9.9,66.8,11.2
HL,9,9/18/2017,CMP 836,7.41,8.07,80.6,0.825,0.649,0.597,2.64,2.53,0.69,0,1.84,10.6,77.2,11.6
HL,10,9/18/2017,CMP 837,7.51,8.01,68.4,0.806,0.561,0.481,2.32,2.21,0.81,0.01,1.39,11.4,68.9,8.2
HL,11,9/18/2017,CMP 838,7.57,8.13,90.2,0.905,0.586,0.536,2.18,2.05,0.83,0,1.21,12.1,83.3,12.4
HL,12,9/18/2017,CMP 839,7.56,8.18,53.7,0.733,0.561,0.496,2.26,2.07,0.75,0.01,1.32,12.2,46.5,7.8
HL,13,9/18/2017,CMP 840,7.5,7.99,69.4,0.923,0.613,0.561,2.86,2.48,0.75,0.01,1.72,10.3,65.8,9.5
HL,14,9/18/2017,CMP 841,7.63,7.96,84.5,0.862,0.54,0.499,2.49,2.3,0.66,0.01,1.63,9.6,77,12.9
HL,15,9/18/2017,CMP 842,7.82,7.93,82.2,0.714,0.468,0.438,2.18,2.07,0.61,0.03,1.43,9,82,11.8
HL,16,9/18/2017,CMP 843,8.02,7.99,78.8,0.647,0.374,0.309,2.1,1.94,0.64,0.02,1.27,8.6,75.4,11.5
HL,17,9/18/2017,CMP 844,8.09,7.96,56.3,0.536,0.359,0.29,2.04,1.8,0.61,0.02,1.17,8.2,55.9,8
HL,18,9/18/2017,CMP 845,8.06,7.99,57.6,0.647,0.399,0.327,2.04,1.84,0.61,0.02,1.22,8.4,53.1,8.3
HL,19,9/18/2017,CMP 846,7.88,7.91,75.1,0.696,0.486,0.438,2.24,2.1,0.66,0.01,1.43,9.3,70.2,10.9
HL,20,9/18/2017,CMP 847,7.65,8,91.6,0.794,0.559,0.462,2.38,2.26,0.73,0.01,1.52,10.8,86.4,13
HL,21,9/18/2017,CMP 848,7.58,8.03,85,0.831,0.468,0.389,2.61,2.32,0.69,0.01,1.61,11.8,83.9,10.9
HL,22,9/18/2017,CMP 849,7.62,7.99,77,0.833,0.636,0.597,2.27,1.96,0.74,0.01,1.21,12.1,76.4,11.5
HL,23,9/18/2017,CMP 850,7.65,8.02,54.9,0.637,0.488,0.395,2,1.87,0.8,0.02,1.05,12.5,54,8.2
HL,24,9/18/2017,CMP 851,7.77,8.14,69.8,0.855,0.518,0.401,1.94,1.81,0.85,0.01,0.95,12.6,51.5,8.6
SD,1,9/19/2017,CMP 852,8.38,8.17,97.6,0.579,0.251,0.18,1.57,1.45,0.56,0.02,0.88,9.8,84.9,14.2
SD,2,9/19/2017,CMP 853,8.52,8.06,92.9,0.547,0.205,0.137,1.44,1.33,0.53,0.03,0.76,6.5,84.2,10.9
SD,3,9/19/2017,CMP 854,8.51,8.03,56.1,0.419,0.189,0.137,1.42,1.33,0.56,0.03,0.74,6.6,48.7,7.6
SD,4,9/19/2017,CMP 855,8.4,8.03,47.3,0.419,0.28,0.204,1.55,1.33,0.45,0.02,0.85,7.1,40.3,5.3
SD,5,9/19/2017,CMP 856,8.18,8.09,48.2,0.542,0.376,0.278,1.93,1.63,0.48,0.04,1.11,8.2,41.3,5.8
SD,6,9/19/2017,CMP 857,8.09,7.99,43.7,0.622,0.366,0.318,1.94,1.83,0.63,0.09,1.11,10.5,35.5,5.9
SD,7,9/19/2017,CMP 858,8.16,7.86,41.3,0.551,0.329,0.296,2.15,2.08,0.91,0.16,1.01,12.8,37.9,7.1
SD,8,9/19/2017,CMP 859,8.19,7.83,39.3,0.465,0.281,0.223,2.17,2.02,0.92,0.18,0.92,14.4,31.1,7.4
SD,9,9/19/2017,CMP 860,8.28,7.65,41.5,0.469,0.253,0.21,2.31,2.25,1.29,0.24,0.72,16.7,36.3,8
SD,10,9/19/2017,CMP 861,8.18,7.63,33.9,0.457,0.272,0.241,2.15,1.99,1.04,0.19,0.76,16.1,32.9,6.6
SD,11,9/19/2017,CMP 862,8,8.12,70,0.591,0.314,0.278,1.9,1.83,0.58,0.01,1.24,9,53.1,9.4
SD,12,9/19/2017,CMP 863,8.31,8.15,107.2,0.64,0.23,0.186,1.6,1.53,0.52,0.02,1,7.5,104,14.1
SD,13,9/19/2017,CMP 864,8.47,8.1,72.4,0.499,0.26,0.167,1.44,1.31,0.47,0.03,0.8,6.8,62.8,9.5
SD,14,9/19/2017,CMP 865,8.54,8.01,50.4,0.468,0.223,0.118,1.49,1.26,0.53,0.01,0.72,6.5,41.3,6
SD,15,9/19/2017,CMP 866,8.46,8.02,38.7,0.401,0.241,0.161,1.4,1.24,0.46,0.03,0.74,6.4,29.3,5.8
SD,16,9/19/2017,CMP 867,8.35,8.04,36.1,0.401,0.193,0.155,1.46,1.39,0.48,0.03,0.88,7.2,26.3,5
SD,17,9/19/2017,CMP 868,8.09,8,40.3,0.442,0.264,0.21,1.79,1.68,0.53,0.04,1.1,8.3,33.5,6
SD,18,9/19/2017,CMP 869,8.14,7.9,44.5,0.643,0.358,0.309,2.1,1.97,0.77,0.12,1.08,11.4,36.2,6.6
SD,19,9/19/2017,CMP 870,8.36,7.65,46.8,0.457,0.298,0.272,2.21,2.12,1.16,0.21,0.74,15.9,34.2,10.2
SD,20,9/19/2017,CMP 871,8.46,7.55,74.8,0.455,0.22,0.161,2.42,2.05,1.26,0.27,0.52,18.7,53.6,14.9
SD,21,9/19/2017,CMP 872,8.81,7.38,61.8,0.486,0.183,0.13,2.34,1.9,1.41,0.29,0.2,22.2,43.3,13.6
SD,22,9/19/2017,CMP 873,8.79,7.34,54.5,0.472,0.174,0.118,2.24,1.94,1.4,0.31,0.23,22.4,30.3,11.9
SD,23,9/19/2017,CMP 874,7.95,7.89,70.7,0.708,0.404,0.339,2.19,2.13,0.67,0.07,1.39,10.3,62.8,10.1
SD,24,9/19/2017,CMP 875,8.04,8.02,111.3,0.88,0.387,0.333,2.02,1.87,0.57,0.06,1.24,8.6,103,14.2
FM,1,9/19/2017,CMP 876,8.66,7.91,114.6,0.475,0.136,0.069,1.28,0.95,0.55,0.02,0.38,7.5,98.9,14.6
FM,2,9/19/2017,CMP 877,8.63,7.9,125.8,0.413,0.073,0.026,0.95,0.71,0.5,0.01,0.21,6.2,113,15.7
FM,3,9/19/2017,CMP 878,8.62,7.85,76.6,0.318,0.063,0.02,0.97,0.72,0.52,0.02,0.18,6.4,56.5,9.7
FM,4,9/19/2017,CMP 879,8.63,7.86,60.5,0.321,0.089,0.032,1.07,0.77,0.48,0.01,0.28,6.5,41.5,8
FM,5,9/19/2017,CMP 880,8.58,7.91,57.9,0.358,0.17,0.087,1.18,1.06,0.55,0.01,0.49,7.7,39.9,8.2
FM,6,9/19/2017,CMP 881,8.42,8.03,52.3,0.505,0.289,0.198,1.59,1.43,0.6,0.01,0.82,8.9,31.4,7.9
FM,7,9/19/2017,CMP 882,8.26,8.1,48.4,0.493,0.372,0.266,1.75,1.58,0.53,0.01,1.04,9.3,32.4,7.1
FM,8,9/19/2017,CMP 883,8.42,8.15,44.2,0.562,0.361,0.309,1.71,1.61,0.61,0.01,0.98,9.6,31.8,7.1
FM,9,9/19/2017,CMP 884,8.55,8.09,43.7,0.504,0.305,0.229,1.56,1.5,0.58,0.01,0.9,10.2,34.5,6.6
FM,10,9/19/2017,CMP 885,8.4,8.1,53.5,0.516,0.298,0.21,1.64,1.56,0.61,0.02,0.93,9.7,43.7,8
FM,11,9/19/2017,CMP 886,8.08,8.13,52.2,0.591,0.411,0.352,2.01,1.86,0.61,0.02,1.23,8.8,51.7,6.9
FM,12,9/19/2017,CMP 887,8.33,8.14,58,0.514,0.329,0.204,1.63,1.53,0.53,0.01,0.98,8.9,46.8,9.4
FM,13,9/19/2017,CMP 888,8.62,7.96,145.3,0.518,0.106,0.044,0.92,0.79,0.42,0.01,0.36,6.7,129,19
FM,14,9/19/2017,CMP 889,8.57,7.97,83.2,0.302,0.065,0.02,0.92,0.71,0.46,0,0.24,5.8,74.1,10.4
FM,15,9/19/2017,CMP 890,8.51,7.93,45.9,0.272,0.12,0.038,1.04,0.92,0.51,0.01,0.41,6.5,36.8,6.3
FM,16,9/19/2017,CMP 891,8.55,7.89,41.7,0.223,0.079,0.038,0.93,0.73,0.45,0.02,0.27,6.1,33.3,6.1
FM,17,9/19/2017,CMP 892,8.45,7.97,33.1,0.315,0.202,0.149,1.34,1.22,0.57,0.03,0.63,9.8,27.2,5.8
FM,18,9/19/2017,CMP 893,8.19,8.09,43.4,0.468,0.304,0.21,1.78,1.66,0.59,0.04,1.02,10.1,28.8,6.9
FM,19,9/19/2017,CMP 894,8.31,8.06,48.9,0.487,0.258,0.198,1.84,1.74,0.71,0.03,1,11.2,37.1,7.9
FM,20,9/19/2017,CMP 895,8.5,8.03,52.4,0.542,0.341,0.284,1.76,1.62,0.7,0.02,0.9,11.5,41.7,8.3
FM,21,9/19/2017,CMP 896,8.67,8.11,75.6,0.586,0.289,0.204,1.77,1.69,0.88,0.02,0.78,12.1,65,9.8
FM,22,9/19/2017,CMP 897,8.69,8,72.5,0.563,0.302,0.216,1.58,1.49,0.74,0.01,0.74,12.1,58.4,11.4
FM,23,9/19/2017,CMP 898,8.02,8.08,79.3,0.671,0.446,0.364,2.07,1.96,0.62,0.04,1.29,11,68.1,10.3
FM,24,9/19/2017,CMP 899,7.96,8.04,129.1,0.828,0.451,0.284,2.14,2,0.62,0.03,1.34,10.8,120,16.1
